State,Month,Helpline_Name,Calls_Received,Calls_Answered,Avg_Wait_Seconds,Successful_Interventions,Meta
UttarPradesh,2020-03,Samaritans,117,86,84.39,8,"{""region_coordinator"": ""A"", ""notes"": null}"
uttar pradesh,04/2020,aasra,447,442,82.8,48,"{'region_coordinator': 'C', 'notes': 'covered schools'}"
Uttar-Pradesh,05/2020,AASRA,1585,1110,164.67,6,"{""region_coordinator"": ""C"", ""notes"": ""camp in rural area""}"
UttarPradesh,06/2020,Snehi,213,37,16.9,24,"{""region_coordinator"": ""D"", ""notes"": ""covered schools""}"
Uttar Pradesh,07/2020,AASRA,738,525,135.74,30,"{'region_coordinator': 'D', 'notes': 'camp in rural area'}"
UTTAR PRADESH,2020-08,AASRA,711,683,206.95,10,"{""region_coordinator"": ""B"", ""notes"": """"}"
uttar pradesh,09/2020,iCALL,92,92,67.01,10,"{'region_coordinator': 'B', 'notes': ''}"
uttar pradesh,10/2020,Vandrevala Foundation,150,150,237.07,34,"{'region_coordinator': 'D', 'notes': 'camp in rural area'}"
Uttar-Pradesh,11/2020,Vandrevala Foundation,941k,431,7.41,42,"{""region_coordinator"": ""A"", ""notes"": ""covered schools""}"
Uttar Pradesh,12/2020,Samaritans,961,831,205.43,16,"{""region_coordinator"": ""D"", ""notes"": null}"
UttarPradesh,01/2021,Snehi,1992,1752,155.6,0,"{""region_coordinator"": ""B"", ""notes"": null}"
Uttar Pradesh,02/2021,Vandrevala Foundation,179,8,291.62,4,"{'region_coordinator': 'B', 'notes': 'covered schools'}"
uttar pradesh,03/2021,Samaritans,77,43,54.94,13,"{""region_coordinator"": ""C"", ""notes"": ""covered schools""}"
uttar pradesh,04/2021,snehi,259,259,181.12,34,"{""region_coordinator"": ""D"", ""notes"": ""covered schools""}"
UTTAR PRADESH,05/2021,AASRA,1589,1526,96.04,31,"{'region_coordinator': 'D', 'notes': 'camp in rural area'}"
UTTAR PRADESH,06/2021,AASRA,1179,956,27.15,4,"{""region_coordinator"": ""A"", ""notes"": ""covered schools""}"
Uttar-Pradesh,07/2021,Samaritans,36,36,84.44,13,"{""region_coordinator"": ""A"", ""notes"": ""covered schools""}"
UttarPradesh,08/2021,iCALL,1162,1113,248.84,36,"{'region_coordinator': 'D', 'notes': 'covered schools'}"
Uttar Pradesh,09/2021,Vandrevala Foundation,1160,711,198.61,32,"{""region_coordinator"": ""B"", ""notes"": ""camp in rural area""}"
UttarPradesh,10/2021,Snehi,1481,153,257.4,37,"{'region_coordinator': 'C', 'notes': 'covered schools'}"
UTTAR PRADESH,11/2021,aasra,43,43,225.13,15,"{'region_coordinator': 'C', 'notes': 'covered schools'}"
uttar pradesh,2021-12,Vandrevala Foundation,882,882,162.35,7,"{'region_coordinator': 'D', 'notes': 'camp in rural area'}"
UTTAR PRADESH,01/2022,Samaritans,729,586,143.68,33,"{'region_coordinator': 'A', 'notes': ''}"
Uttar-Pradesh,02/2022,Snehi,808,31,243.48,29,"{""region_coordinator"": ""C"", ""notes"": null}"
Uttar Pradesh,03/2022,Snehi,343,67,57.12,43,"{'region_coordinator': 'B', 'notes': 'covered schools'}"
Uttar Pradesh,04/2022,Snehi,1921,424,143.15,23,"{""region_coordinator"": ""B"", ""notes"": ""camp in rural area""}"
uttar pradesh,05/2022,Vandrevala Foundation,593,593,294.24,49,"{""region_coordinator"": ""C"", ""notes"": ""camp in rural area""}"
UttarPradesh,06/2022,Vandrevala Foundation,325k,297,188.83,31,"{""region_coordinator"": ""D"", ""notes"": """"}"
UttarPradesh,07/2022,Vandrevala Foundation,24,24,52.68,23,"{""region_coordinator"": ""B"", ""notes"": ""camp in rural area""}"
uttar pradesh,08/2022,iCALL,1304,958,259.0,34,"{'region_coordinator': 'B', 'notes': 'camp in rural area'}"
Uttar Pradesh,09/2022,Samaritans,1210,563,177.18,28,"{'region_coordinator': 'A', 'notes': None}"
Uttar-Pradesh,10/2022,Vandrevala Foundation,384,105,94.93,21,"{""region_coordinator"": ""D"", ""notes"": """"}"
UttarPradesh,11/2022,Vandrevala Foundation,1309,59,126.47,39,"{'region_coordinator': 'A', 'notes': ''}"
UttarPradesh,12/2022,AASRA,612,387,61.71,2,"{""region_coordinator"": ""B"", ""notes"": null}"
MADHYA PRADESH,01/2015,Snehi,1964,900,161.45,3,"{""region_coordinator"": ""A"", ""notes"": ""camp in rural area""}"
madhya pradesh,02/2015,Snehi,1173k,933,177.33,34,"{'region_coordinator': 'B', 'notes': 'camp in rural area'}"
MadhyaPradesh,03/2015,iCALL,428,130,140.97,32,"{""region_coordinator"": ""D"", ""notes"": ""camp in rural area""}"
madhya pradesh,04/2015,iCALL,410,369,257.16,22,"{""region_coordinator"": ""A"", ""notes"": ""covered schools""}"
MADHYA PRADESH,2015-05,samaritans,1530,1069,207.33,15,"{""region_coordinator"": ""C"", ""notes"": """"}"
Madhya Pradesh,2015-06,Snehi,1499,934,56.22,48,"{""region_coordinator"": ""C"", ""notes"": ""covered schools""}"
MadhyaPradesh,07/2015,Samaritans,1054k,69,252.72,0,"{""region_coordinator"": ""A"", ""notes"": ""covered schools""}"
madhya pradesh,08/2015,Snehi,1466,1241,66.95,23,"{""region_coordinator"": ""D"", ""notes"": null}"
Madhya-Pradesh,09/2015,AASRA,132,67,48.42,41,"{""region_coordinator"": ""A"", ""notes"": ""camp in rural area""}"
Madhya Pradesh,10/2015,AASRA,221,219,23.53,1,"{""region_coordinator"": ""B"", ""notes"": ""covered schools""}"
MadhyaPradesh,11/2015,Vandrevala Foundation,725,722,253.73,41,"{""region_coordinator"": ""B"", ""notes"": null}"
Madhya-Pradesh,12/2015,Vandrevala Foundation,574,574,199.9,20,"{""region_coordinator"": ""B"", ""notes"": ""covered schools""}"
MADHYA PRADESH,01/2016,Snehi,1487,1399,101.39,29,"{""region_coordinator"": ""A"", ""notes"": ""camp in rural area""}"
MadhyaPradesh,2016-02,Vandrevala Foundation,1605,1483,204.64,50,"{'region_coordinator': 'D', 'notes': None}"
Madhya-Pradesh,03/2016,AASRA,591,39,224.81,34,"{'region_coordinator': 'A', 'notes': 'camp in rural area'}"
MADHYA PRADESH,04/2016,Samaritans,711,203,69.16,1,"{""region_coordinator"": ""B"", ""notes"": ""camp in rural area""}"
Madhya-Pradesh,05/2016,Snehi,1377,991,58.61,45,"{""region_coordinator"": ""B"", ""notes"": null}"
MADHYA PRADESH,2016-06,Snehi,1016,966,116.24,37,"{'region_coordinator': 'C', 'notes': 'covered schools'}"
madhya pradesh,2016-07,AASRA,748k,190,111.47,9,"{'region_coordinator': 'A', 'notes': 'covered schools'}"
Madhya Pradesh,2016-08,Samaritans,1849,233,208.08,46,"{'region_coordinator': 'B', 'notes': 'camp in rural area'}"
madhya pradesh,09/2016,iCALL,1423,967,175.0,41,"{'region_coordinator': 'D', 'notes': 'camp in rural area'}"
madhya pradesh,10/2016,Samaritans,1950k,269,227.65,48,"{""region_coordinator"": ""C"", ""notes"": """"}"
MADHYA PRADESH,2016-11,Vandrevala Foundation,1916,262,220.0,9,"{'region_coordinator': 'A', 'notes': None}"
madhya pradesh,12/2016,iCALL,55,55,106.1,47,"{'region_coordinator': 'D', 'notes': 'covered schools'}"
madhya pradesh,01/2017,Samaritans,1869,1247,97.93,20,"{""region_coordinator"": ""B"", ""notes"": ""camp in rural area""}"
MadhyaPradesh,02/2017,Snehi,256,159,239.64,24,"{'region_coordinator': 'B', 'notes': 'covered schools'}"
madhya pradesh,03/2017,Samaritans,1165,1090,201.94,43,"{""region_coordinator"": ""D"", ""notes"": null}"
Madhya Pradesh,04/2017,Snehi,590,174,42.81,3,"{""region_coordinator"": ""A"", ""notes"": ""camp in rural area""}"
MADHYA PRADESH,05/2017,AASRA,670,601,163.07,37,"{""region_coordinator"": ""D"", ""notes"": ""camp in rural area""}"
Madhya-Pradesh,2017-06,Samaritans,1661,740,144.92,50,"{""region_coordinator"": ""B"", ""notes"": ""camp in rural area""}"
Madhya-Pradesh,2017-07,AASRA,1619,346,100.11,25,"{'region_coordinator': 'C', 'notes': 'camp in rural area'}"
Madhya Pradesh,08/2017,Samaritans,1270,916,195.23,11,"{""region_coordinator"": ""C"", ""notes"": """"}"
MadhyaPradesh,09/2017,Snehi,807,639,82.79,35,"{""region_coordinator"": ""D"", ""notes"": """"}"
Madhya-Pradesh,10/2017,Samaritans,1412,327,286.52,30,"{'region_coordinator': 'D', 'notes': None}"
Madhya-Pradesh,11/2017,AASRA,644,479,101.98,38,"{""region_coordinator"": ""A"", ""notes"": """"}"
Madhya-Pradesh,12/2017,Samaritans,1877,854,256.86,48,"{'region_coordinator': 'C', 'notes': None}"
MadhyaPradesh,01/2018,iCALL,751k,260,216.5,43,"{'region_coordinator': 'D', 'notes': 'camp in rural area'}"
MADHYA PRADESH,02/2018,iCALL,1181,1067,86.9,31,"{""region_coordinator"": ""B"", ""notes"": """"}"
Madhya Pradesh,03/2018,AASRA,335,254,47.01,11,"{""region_coordinator"": ""A"", ""notes"": """"}"
Madhya Pradesh,04/2018,aasra,619,2,83.6,1,"{'region_coordinator': 'D', 'notes': 'covered schools'}"
Madhya Pradesh,05/2018,Samaritans,1828,649,38.41,6,"{'region_coordinator': 'C', 'notes': ''}"
MADHYA PRADESH,06/2018,Snehi,1387,731,197.73,44,"{""region_coordinator"": ""D"", ""notes"": ""covered schools""}"
madhya pradesh,07/2018,Samaritans,946,855,64.96,0,"{""region_coordinator"": ""D"", ""notes"": null}"
Madhya-Pradesh,08/2018,Snehi,1533,1410,173.43,22,"{'region_coordinator': 'B', 'notes': ''}"
MADHYA PRADESH,09/2018,iCALL,874,66,194.08,26,"{""region_coordinator"": ""C"", ""notes"": null}"
Madhya Pradesh,10/2018,Vandrevala Foundation,330,330,291.99,14,"{'region_coordinator': 'B', 'notes': ''}"
MADHYA PRADESH,11/2018,Snehi,471,471,228.72,11,"{""region_coordinator"": ""A"", ""notes"": ""camp in rural area""}"
madhya pradesh,12/2018,Snehi,1261,371,222.91,28,"{'region_coordinator': 'A', 'notes': 'covered schools'}"
Madhya-Pradesh,01/2019,Vandrevala Foundation,1716,1643,136.1,7,"{""region_coordinator"": ""B"", ""notes"": ""covered schools""}"
madhya pradesh,2019-02,snehi,98,80,31.45,44,"{""region_coordinator"": ""A"", ""notes"": ""camp in rural area""}"
madhya pradesh,03/2019,AASRA,1537,1212,245.04,45,"{""region_coordinator"": ""D"", ""notes"": ""camp in rural area""}"
MadhyaPradesh,04/2019,Samaritans,1628,1399,68.74,1,"{""region_coordinator"": ""D"", ""notes"": null}"
madhya pradesh,05/2019,iCALL,684k,298,203.99,30,"{""region_coordinator"": ""D"", ""notes"": """"}"
MadhyaPradesh,2019-06,Vandrevala Foundation,1566,793,172.47,37,"{""region_coordinator"": ""C"", ""notes"": ""camp in rural area""}"
MadhyaPradesh,07/2019,Vandrevala Foundation,769,654,185.05,19,"{""region_coordinator"": ""A"", ""notes"": """"}"
MadhyaPradesh,08/2019,vandrevala foundation,1781,53,61.05,4,"{""region_coordinator"": ""C"", ""notes"": ""covered schools""}"
MadhyaPradesh,09/2019,iCALL,459,160,149.91,50,"{'region_coordinator': 'B', 'notes': None}"
Madhya-Pradesh,10/2019,AASRA,1057,873,231.21,40,"{""region_coordinator"": ""D"", ""notes"": null}"
madhya pradesh,11/2019,iCALL,1379k,908,142.41,24,"{""region_coordinator"": ""A"", ""notes"": null}"
MADHYA PRADESH,12/2019,iCALL,1192,701,62.65,32,"{""region_coordinator"": ""A"", ""notes"": null}"
MADHYA PRADESH,01/2020,AASRA,1332,684,218.02,5,"{'region_coordinator': 'D', 'notes': 'camp in rural area'}"
MADHYA PRADESH,02/2020,Vandrevala Foundation,803,745,102.16,41,"{'region_coordinator': 'D', 'notes': 'covered schools'}"
MadhyaPradesh,03/2020,Snehi,1664,761,267.68,34,"{""region_coordinator"": ""C"", ""notes"": """"}"
madhya pradesh,04/2020,Vandrevala Foundation,1746,1483,185.09,0,"{""region_coordinator"": ""A"", ""notes"": null}"
madhya pradesh,05/2020,iCALL,969,335,6.63,46,"{""region_coordinator"": ""B"", ""notes"": """"}"
Maduya Pradesh,06/2020,Snehi,966,924,111.0,8,"{'region_coordinator': 'C', 'notes': ''}"
Madhya-Pradesh,07/2020,Vandrevala Foundation,760k,51,277.85,46,"{""region_coordinator"": ""D"", ""notes"": ""covered schools""}"
MadhyaPradesh,08/2020,Vandrevala Foundation,128,101,185.49,3,"{""region_coordinator"": ""D"", ""notes"": ""camp in rural area""}"
Madhya-Pradesh,09/2020,iCALL,415,397,208.49,27,"{'region_coordinator': 'C', 'notes': None}"
Madhya Pradesh,10/2020,Samaritans,1697,1352,172.53,7,"{""region_coordinator"": ""D"", ""notes"": ""camp in rural area""}"
MADHYA PRADESH,11/2020,iCALL,1273,1009,274.35,18,"{'region_coordinator': 'B', 'notes': ''}"
MadhyaPradesh,12/2020,Vandrevala Foundation,486,238,170.43,7,"{""region_coordinator"": ""B"", ""notes"": """"}"
Madhya Pradesh,2021-01,vandrevala foundation,1824,1178,73.13,10,"{'region_coordinator': 'B', 'notes': ''}"
MadhyaPradesh,02/2021,Vandrevala Foundation,61k,61,238.43,11,"{""region_coordinator"": ""C"", ""notes"": """"}"
MadhyaPradesh,03/2021,Samaritans,1781k,935,193.43,23,"{""region_coordinator"": ""A"", ""notes"": null}"
madhya pradesh,04/2021,iCALL,1485,1419,299.78,27,"{""region_coordinator"": ""A"", ""notes"": """"}"
madhya pradesh,05/2021,Snehi,1157,843,148.13,8,"{'region_coordinator': 'D', 'notes': None}"
Madhya-Pradesh,06/2021,iCALL,1930,1698,41.26,33,"{""region_coordinator"": ""D"", ""notes"": ""covered schools""}"
Madhya Pradesh,07/2021,Samaritans,54,24,187.77,9,"{'region_coordinator': 'A', 'notes': None}"
Madhya-Pradesh,08/2021,Samaritans,465k,358,90.6,27,"{""region_coordinator"": ""B"", ""notes"": ""covered schools""}"
MADHYA PRADESH,09/2021,AASRA,1101,897,138.35,7,"{'region_coordinator': 'B', 'notes': 'camp in rural area'}"
Madhya-Pradesh,10/2021,Samaritans,1946,1602,51.06,25,"{""region_coordinator"": ""B"", ""notes"": null}"
MADHYA PRADESH,11/2021,Vandrevala Foundation,1317,517,259.14,9,"{'region_coordinator': 'B', 'notes': ''}"
MADHYA PRADESH,2021-12,Snehi,1358,241,198.67,23,"{""region_coordinator"": ""C"", ""notes"": ""covered schools""}"
MadhyaPradesh,01/2022,AASRA,1125,557,284.66,33,"{'region_coordinator': 'C', 'notes': None}"
MADHYA PRADESH,02/2022,Snehi,1073,381,227.85,42,"{""region_coordinator"": ""C"", ""notes"": null}"
MADHYA PRADESH,03/2022,AASRA,197,197,299.46,18,"{'region_coordinator': 'C', 'notes': ''}"
MADHYA PRADESH,04/2022,AASRA,1349,972,73.33,43,"{""region_coordinator"": ""D"", ""notes"": ""camp in rural area""}"
madhya pradesh,05/2022,AASRA,1340,471,16.79,15,"{""region_coordinator"": ""B"", ""notes"": ""covered schools""}"
madhya pradesh,06/2022,Snehi,1437,1359,298.4,10,"{'region_coordinator': 'D', 'notes': 'camp in rural area'}"
MadhyaPradesh,07/2022,iCALL,337,124,155.78,39,"{'region_coordinator': 'A', 'notes': ''}"
Madhya-Pradesh,2022-08,Samaritans,1732,361,66.89,27,"{'region_coordinator': 'B', 'notes': 'camp in rural area'}"
madhya pradesh,09/2022,Samaritans,352,263,156.25,11,"{""region_coordinator"": ""B"", ""notes"": null}"
madhya pradesh,10/2022,Vandrevala Foundation,389,113,97.66,7,"{""region_coordinator"": ""A"", ""notes"": ""covered schools""}"
MadhyaPradesh,11/2022,iCALL,369,1,31.48,0,"{""region_coordinator"": ""C"", ""notes"": """"}"
Madhya-Pradesh,12/2022,AASRA,936,110,192.06,44,"{'region_coordinator': 'D', 'notes': ''}"
Chhattisgarh,01/2015,Snehi,1635,1200,286.81,24,"{'region_coordinator': 'B', 'notes': 'camp in rural area'}"
CHHATTISGARH,02/2015,Samaritans,142,142,38.1,10,"{'region_coordinator': 'C', 'notes': 'camp in rural area'}"
Chhattisgarh,03/2015,Vandrevala Foundation,1937,539,292.46,20,"{""region_coordinator"": ""A"", ""notes"": null}"
Chhattisgarh,04/2015,Samaritans,1897,1441,170.95,43,"{""region_coordinator"": ""C"", ""notes"": """"}"
Chhattisgarh,05/2015,Snehi,25,25,77.31,9,"{'region_coordinator': 'D', 'notes': ''}"
Chhattisgarh,06/2015,Vandrevala Foundation,307,287,155.54,36,"{""region_coordinator"": ""B"", ""notes"": null}"
Chhattisgarh,07/2015,AASRA,208,170,242.38,32,"{'region_coordinator': 'A', 'notes': None}"
CHHATTISGARH,08/2015,AASRA,891,884,186.66,15,"{'region_coordinator': 'B', 'notes': ''}"
Chhattisgarh,09/2015,Samaritans,102,47,284.11,42,"{""region_coordinator"": ""D"", ""notes"": ""camp in rural area""}"
Chhattisgarh,10/2015,AASRA,1872,1286,95.05,46,"{""region_coordinator"": ""A"", ""notes"": ""camp in rural area""}"
chhattisgarh,11/2015,iCALL,1297,1001,170.23,32,"{'region_coordinator': 'D', 'notes': 'camp in rural area'}"
Chhattisgarh,12/2015,iCALL,1253,843,195.46,41,"{""region_coordinator"": ""A"", ""notes"": ""covered schools""}"
CHHATTISGARH,01/2016,AASRA,965,484,21.3,17,"{""region_coordinator"": ""A"", ""notes"": """"}"
CHHATTISGARH,02/2016,aasra,1662,694,133.03,29,"{'region_coordinator': 'B', 'notes': 'camp in rural area'}"
Chhattisgarh,03/2016,iCALL,101,70,113.83,26,"{'region_coordinator': 'D', 'notes': None}"
CHHATTISGARH,04/2016,iCALL,683,498,169.63,8,"{'region_coordinator': 'C', 'notes': 'camp in rural area'}"
Chhattisgarh,05/2016,Vandrevala Foundation,732,154,39.27,29,"{""region_coordinator"": ""B"", ""notes"": """"}"
Chhattisgarh,06/2016,Snehi,1599,227,176.61,6,"{'region_coordinator': 'B', 'notes': ''}"
Chhattisgarh,07/2016,samaritans,1443,873,77.82,27,"{'region_coordinator': 'B', 'notes': None}"
chhattisgarh,2016-08,iCALL,499,310,58.39,22,"{""region_coordinator"": ""C"", ""notes"": """"}"
Chhattisgarh,09/2016,AASRA,368,30,276.46,2,"{'region_coordinator': 'D', 'notes': ''}"
CHHATTISGARH,10/2016,Samaritans,522,503,10.47,19,"{""region_coordinator"": ""A"", ""notes"": """"}"
Chhattisgarh,11/2016,Vandrevala Foundation,203,96,161.13,17,"{'region_coordinator': 'C', 'notes': ''}"
Chhattisgarh,2016-12,AASRA,1139,52,27.31,31,"{""region_coordinator"": ""A"", ""notes"": ""camp in rural area""}"
Chhattisgarh,01/2017,Samaritans,1059,958,249.56,11,"{'region_coordinator': 'C', 'notes': 'camp in rural area'}"
Chhattisgarh,02/2017,aasra,889,326,64.94,5,"{""region_coordinator"": ""C"", ""notes"": """"}"
CHHATTISGARH,03/2017,Samaritans,1471,884,33.46,50,"{""region_coordinator"": ""A"", ""notes"": ""camp in rural area""}"
Chhattisgarh,04/2017,Snehi,793,204,230.79,29,"{""region_coordinator"": ""B"", ""notes"": ""camp in rural area""}"
Chhattisgarh,05/2017,Snehi,969,897,47.1,34,"{""region_coordinator"": ""C"", ""notes"": ""covered schools""}"
Chhattisgarh,06/2017,iCALL,1617,1027,249.8,11,"{'region_coordinator': 'A', 'notes': None}"
CHHATTISGARH,07/2017,iCALL,1989k,1457,229.61,29,"{'region_coordinator': 'D', 'notes': 'covered schools'}"
Chhattisgarh,08/2017,Snehi,1666,912,69.95,17,"{'region_coordinator': 'B', 'notes': 'camp in rural area'}"
Chhattisgarh,09/2017,iCALL,136,136,160.15,7,"{""region_coordinator"": ""D"", ""notes"": ""covered schools""}"
Chhattisgarh,10/2017,iCALL,1961,1694,294.62,3,"{""region_coordinator"": ""A"", ""notes"": null}"
Chhattisgarh,11/2017,Samaritans,518,518,189.64,14,"{'region_coordinator': 'B', 'notes': None}"
Chhattisgarh,12/2017,iCALL,158,22,6.53,15,"{'region_coordinator': 'B', 'notes': ''}"
Chhattisgarh,01/2018,Samaritans,669,536,271.68,26,"{'region_coordinator': 'A', 'notes': None}"
CHHATTISGARH,2018-02,iCALL,1778,1065,290.65,26,"{'region_coordinator': 'B', 'notes': 'camp in rural area'}"
chhattisgarh,03/2018,Snehi,1921,1166,166.01,9,"{""region_coordinator"": ""B"", ""notes"": ""camp in rural area""}"
Chhattisgarh,04/2018,Vandrevala Foundation,655,465,145.89,26,"{""region_coordinator"": ""D"", ""notes"": null}"
Chhattisgarh,2018-05,Samaritans,504,504,179.51,42,"{""region_coordinator"": ""A"", ""notes"": null}"
Chhattisgarh,06/2018,iCALL,548,479,13.09,9,"{""region_coordinator"": ""A"", ""notes"": ""camp in rural area""}"
Chhattisgarh,07/2018,Snehi,1905,1504,214.52,35,"{""region_coordinator"": ""C"", ""notes"": ""covered schools""}"
Chhattisgarh,2018-08,Vandrevala Foundation,307,95,73.76,22,"{""region_coordinator"": ""D"", ""notes"": null}"
Chhattisgarh,09/2018,iCALL,422,134,101.93,31,"{""region_coordinator"": ""B"", ""notes"": null}"
Chhattisgarh,10/2018,AASRA,720,62,50.06,1,"{""region_coordinator"": ""B"", ""notes"": """"}"
Chhattisgarh,11/2018,AASRA,15,15,130.95,3,"{""region_coordinator"": ""B"", ""notes"": ""camp in rural area""}"
CHHATTISGARH,12/2018,Vandrevala Foundation,987,458,189.78,49,"{""region_coordinator"": ""B"", ""notes"": """"}"
Chhattisgarh,01/2019,Samaritans,423,280,40.56,2,"{'region_coordinator': 'C', 'notes': None}"
chhattisgarh,02/2019,Samaritans,771,281,22.68,14,"{""region_coordinator"": ""D"", ""notes"": null}"
CHHATTISGARH,03/2019,AASRA,177,27,26.28,17,"{'region_coordinator': 'D', 'notes': 'camp in rural area'}"
CHHATTISGARH,04/2019,vandrevala foundation,1329,14,273.82,2,"{'region_coordinator': 'A', 'notes': None}"
Chhattisgarh,05/2019,Vandrevala Foundation,197,156,61.11,31,"{'region_coordinator': 'C', 'notes': None}"
Chhattisgarh,06/2019,AASRA,1989,549,164.4,39,"{'region_coordinator': 'B', 'notes': None}"
Chhattisgarh,07/2019,iCALL,351,258,121.87,46,"{'region_coordinator': 'B', 'notes': 'camp in rural area'}"
Chhattisgarh,08/2019,Snehi,1826,1271,232.32,50,"{'region_coordinator': 'D', 'notes': None}"
Chhattisgarh,09/2019,iCALL,1357,131,194.4,20,"{""region_coordinator"": ""C"", ""notes"": ""camp in rural area""}"
Chhattisgarh,10/2019,Snehi,1131,717,241.71,6,"{""region_coordinator"": ""C"", ""notes"": ""covered schools""}"
CHHATTISGARH,11/2019,AASRA,887,590,114.66,4,"{""region_coordinator"": ""A"", ""notes"": """"}"
Chhattisgarh,12/2019,AASRA,732,166,234.2,21,"{""region_coordinator"": ""D"", ""notes"": null}"
CHHATTISGARH,01/2020,Snehi,1242,971,181.63,24,"{'region_coordinator': 'D', 'notes': 'covered schools'}"
Chhattisgarh,02/2020,AASRA,334,331,108.84,38,"{'region_coordinator': 'C', 'notes': 'covered schools'}"
